计数            温度            样品电压          样品电流          霍尔电势          磁场强度          励磁电流
2572          296.8         0.0661        0.1413        -0.1421       -30.4         0.5360
2573          296.8         0.0658        0.1413        -0.1405       -29.6         0.5260
2574          296.8         0.0655        0.1413        -0.1386       -28.7         0.5040
2575          296.8         0.0651        0.1413        -0.1367       -27.9         0.5040
2576          296.8         0.0647        0.1413        -0.1348       -27.9         0.4930
2577          296.8         0.0643        0.1413        -0.1319       -26.9         0.4670
2578          296.8         0.0638        0.1413        -0.1294       -25.9         0.4500
2579          296.8         0.0633        0.1412        -0.1268       -25.1         0.4500
2580          296.8         0.0628        0.1413        -0.1232       -24.0         0.4310
2581          296.8         0.0623        0.1413        -0.1203       -24.0         0.4170
2582          296.8         0.0618        0.1413        -0.1173       -23.2         0.3970
2583          296.8         0.0612        0.1412        -0.1133       -22.2         0.3820
2584          296.8         0.0606        0.1412        -0.1101       -21.2         0.3630
2585          296.8         0.0601        0.1412        -0.1062       -20.4         0.3630
2586          296.8         0.0595        0.1412        -0.1029       -19.8         0.3470
2587          296.8         0.0589        0.1413        -0.0995       -18.8         0.3310
2588          296.8         0.0585        0.1412        -0.0955       -18.8         0.3160
2589          296.8         0.0579        0.1412        -0.0919       -18.0         0.2980
2590          296.8         0.0573        0.1412        -0.0885       -17.2         0.2780
2591          296.8         0.0568        0.1412        -0.0843       -16.4         0.2650
2592          296.8         0.0563        0.1412        -0.0807       -15.6         0.2540
2593          296.8         0.0558        0.1412        -0.0772       -14.6         0.2540
2594          296.8         0.0553        0.1412        -0.0738       -14.6         0.2330
2595          296.8         0.0549        0.1412        -0.0695       -13.8         0.2110
2596          296.8         0.0545        0.1412        -0.0658       -12.7         0.1930
2597          296.8         0.0540        0.1412        -0.0622       -11.9         0.1930
2598          296.8         0.0536        0.1412        -0.0578       -10.8         0.1770
2599          296.8         0.0533        0.1412        -0.0541       -10.8         0.1570
2600          296.8         0.0528        0.1412        -0.0506       -10.0         0.1370
2601          296.8         0.0525        0.1412        -0.0458       -9.2          0.1240
2602          296.8         0.0521        0.1412        -0.0420       -8.4          0.1080
2603          296.8         0.0518        0.1413        -0.0384       -7.5          0.0920
2604          296.8         0.0516        0.1412        -0.0340       -6.6          0.0920
2605          296.8         0.0513        0.1412        -0.0300       -5.9          0.0720
2606          296.8         0.0511        0.1412        -0.0261       -5.0          0.0590
2607          296.8         0.0510        0.1413        -0.0217       -5.0          0.0440
2608          296.8         0.0508        0.1413        -0.0176       -4.3          0.0260
2609          296.8         0.0506        0.1413        -0.0138       -3.5          0.0060
2610          296.8         0.0506        0.1413        -0.0101       -2.7          0.0040
2611          296.8         0.0505        0.1413        -0.0060       -1.9          0.0180
2612          296.8         0.0504        0.1413        -0.0019       -0.9          0.0370
2613          296.8         0.0504        0.1413        0.0029        -0.1          0.0370
2614          296.8         0.0504        0.1412        0.0070        0.4           0.0530
2615          296.8         0.0505        0.1412        0.0108        0.4           0.0700
2616          296.8         0.0506        0.1412        0.0146        1.4           0.0900
2617          296.8         0.0507        0.1412        0.0194        2.4           0.1020
2618          296.8         0.0508        0.1412        0.0233        3.2           0.1240
2619          296.8         0.0510        0.1413        0.0281        4.1           0.1240
2620          296.8         0.0512        0.1412        0.0321        4.8           0.1390
2621          296.8         0.0515        0.1413        0.0360        5.7           0.1570
2622          296.8         0.0517        0.1412        0.0403        5.7           0.1700
2623          296.8         0.0521        0.1412        0.0445        6.5           0.1900
2624          296.8         0.0524        0.1412        0.0482        7.2           0.2060
2625          296.8         0.0527        0.1412        0.0521        8.2           0.2220
2626          296.8         0.0530        0.1412        0.0567        9.1           0.2220
2627          296.8         0.0534        0.1412        0.0602        9.9           0.2420
2628          296.8         0.0538        0.1412        0.0637        10.7          0.2540
2629          296.8         0.0542        0.1412        0.0680        10.7          0.2700
2630          296.8         0.0547        0.1412        0.0720        11.7          0.2870
2631          296.8         0.0552        0.1412        0.0755        12.5          0.3080
2632          296.8         0.0556        0.1412        0.0798        13.2          0.3200
2633          296.8         0.0562        0.1412        0.0835        14.1          0.3350
2634          296.8         0.0566        0.1412        0.0871        14.9          0.3350
2635          296.8         0.0571        0.1412        0.0903        14.9          0.3520
2636          296.8         0.0576        0.1412        0.0948        15.9          0.3740
2637          296.8         0.0581        0.1412        0.0981        16.9          0.3940
2638          296.8         0.0587        0.1412        0.1015        17.7          0.3940
